,K=1,K=2,K=3,K=4,K=5,K=6,K=7,K=8,K=9
1,0.475308641975309,0.245847176079734,0.205687203791469,0.384207737148914,0.436902485659656,0.363765541740675,0.389994472084024,0.349397590361446,0.369978086194302
2,0.475308641975309,0.245847176079734,0.205687203791469,0.384207737148914,0.436902485659656,0.363765541740675,0.389994472084024,0.349397590361446,NA
3,0.475308641975309,0.245847176079734,0.205687203791469,0.384207737148914,0.436902485659656,0.363765541740675,0.389994472084024,0.349397590361446,NA
4,0.475308641975309,0.245847176079734,0.205687203791469,0.384207737148914,0.436902485659656,0.363765541740675,0.389994472084024,0.36676703048551,NA
5,0.475308641975309,0.245847176079734,0.205687203791469,0.384207737148914,0.436902485659656,0.363765541740675,0.389994472084024,0.36676703048551,NA
6,0.475308641975309,0.245847176079734,0.205687203791469,0.384207737148914,0.436902485659656,0.363765541740675,0.389994472084024,0.385040983606557,NA
7,0.475308641975309,0.245847176079734,0.205687203791469,0.384207737148914,0.436902485659656,0.363765541740675,0.344764933000227,NA,NA
8,0.475308641975309,0.245847176079734,0.205687203791469,0.384207737148914,0.436902485659656,0.363765541740675,0.344764933000227,NA,NA
9,0.475308641975309,0.245847176079734,0.205687203791469,0.384207737148914,0.436902485659656,0.38599537037037,0.344764933000227,NA,NA
10,0.475308641975309,0.245847176079734,0.205687203791469,0.384207737148914,0.436902485659656,0.38599537037037,0.344764933000227,NA,NA
11,0.475308641975309,0.245847176079734,0.205687203791469,0.384207737148914,0.356954391255183,0.38599537037037,0.344764933000227,NA,NA
12,0.475308641975309,0.245847176079734,0.205687203791469,0.384207737148914,0.356954391255183,0.38599537037037,0.385309807139926,NA,NA
13,0.475308641975309,0.245847176079734,0.205687203791469,0.433678756476684,0.356954391255183,0.38599537037037,0.385309807139926,NA,NA
14,0.475308641975309,0.245847176079734,0.205687203791469,0.433678756476684,0.356954391255183,0.38599537037037,0.385309807139926,NA,NA
15,0.475308641975309,0.245847176079734,0.375652173913043,0.433678756476684,0.356954391255183,0.38599537037037,0.385309807139926,NA,NA
16,0.475308641975309,0.245847176079734,0.375652173913043,0.433678756476684,0.356954391255183,0.365127428715619,0.408854754913034,NA,NA
17,0.475308641975309,0.156774916013438,0.375652173913043,0.433678756476684,0.356954391255183,0.365127428715619,0.408854754913034,NA,NA
18,0.475308641975309,0.156774916013438,0.375652173913043,0.433678756476684,0.356954391255183,0.365127428715619,0.408854754913034,NA,NA
19,0.161363636363636,0.156774916013438,0.375652173913043,0.433678756476684,0.356954391255183,0.365127428715619,0.366800535475234,NA,NA
20,0.161363636363636,0.156774916013438,0.375652173913043,0.433678756476684,0.418766578249337,0.365127428715619,0.366800535475234,NA,NA
21,0.161363636363636,0.156774916013438,0.375652173913043,0.433678756476684,0.418766578249337,0.365127428715619,0.468348727190809,NA,NA
22,0.161363636363636,0.156774916013438,0.375652173913043,0.433678756476684,0.418766578249337,0.409183442660032,NA,NA,NA
23,0.161363636363636,0.156774916013438,0.375652173913043,0.433678756476684,0.418766578249337,0.409183442660032,NA,NA,NA
24,0.161363636363636,0.156774916013438,0.375652173913043,0.395842747401717,0.418766578249337,0.409183442660032,NA,NA,NA
25,0.161363636363636,0.156774916013438,0.375652173913043,0.395842747401717,0.418766578249337,0.409183442660032,NA,NA,NA
26,0.161363636363636,0.156774916013438,0.375652173913043,0.395842747401717,0.418766578249337,0.409183442660032,NA,NA,NA
27,0.161363636363636,0.156774916013438,0.375652173913043,0.395842747401717,0.418766578249337,0.362169680111266,NA,NA,NA
28,0.161363636363636,0.156774916013438,0.514093959731544,0.395842747401717,0.392592592592593,0.362169680111266,NA,NA,NA
29,0.161363636363636,0.156774916013438,0.514093959731544,0.395842747401717,0.392592592592593,0.362169680111266,NA,NA,NA
30,0.161363636363636,0.156774916013438,0.514093959731544,0.395842747401717,0.392592592592593,0.362169680111266,NA,NA,NA
31,0.161363636363636,0.156774916013438,0.514093959731544,0.395842747401717,0.392592592592593,0.334560906515581,NA,NA,NA
32,0.161363636363636,0.449027237354086,0.514093959731544,0.395842747401717,0.392592592592593,0.334560906515581,NA,NA,NA
33,0.161363636363636,0.449027237354086,0.514093959731544,0.395842747401717,0.392592592592593,0.334560906515581,NA,NA,NA
34,0.161363636363636,0.449027237354086,0.514093959731544,0.465860319937573,0.392592592592593,0.529870828848224,NA,NA,NA
35,0.161363636363636,0.449027237354086,0.514093959731544,0.465860319937573,0.362496517135692,0.529870828848224,NA,NA,NA
36,0.152317880794702,0.449027237354086,0.514093959731544,0.465860319937573,0.362496517135692,0.538288288288288,NA,NA,NA
37,0.152317880794702,0.449027237354086,0.514093959731544,0.465860319937573,0.362496517135692,NA,NA,NA,NA
38,0.152317880794702,0.449027237354086,0.514093959731544,0.465860319937573,0.362496517135692,NA,NA,NA,NA
39,0.152317880794702,0.449027237354086,0.514093959731544,0.465860319937573,0.362496517135692,NA,NA,NA,NA
